total_lots,lot_type,lots_available,carpark_number,update_datetime,address,x_coord,y_coord,car_park_type,type_of_parking_system,short_term_parking,free_parking,night_parking,car_park_decks,gantry_height,car_park_basement,latitude,longitude
105,C,44,HE12,2023-02-27T09:37:52,BLK 78/81 REDHILL LANE,26367.5806,30069.2434,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,4.5,N,1.2882100231321911,103.8186506240624
583,C,208,HLM,2023-02-27T09:37:40,BLK 533A HONG LIM MSCP,29354.6692,29687.508,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,11.0,1.9,N,1.2847577556273693,103.84549081920295
329,C,212,RHM,2023-02-27T09:37:52,BLK 88A REDHILL CLOSE,26359.4531,29876.1692,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10.0,1.9,N,1.2864639274829988,103.81857760519372
97,C,21,BM29,2023-02-27T09:37:59,BLK 163 BUKIT MERAH CENTRAL,26194.9184,29563.3295,BASEMENT CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1.0,2.0,Y,1.2836347060925115,103.8170992125997
96,C,0,Q81,2023-02-27T09:37:34,BLK 43 HOLLAND DRIVE,23531.2041,32206.3235,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0.0,9.99,N,1.3075367428678997,103.79316432035691
167,C,23,C20,2023-02-27T09:37:38,BLK 449-451 CLEMENTI AVE 3,20425.9232,32848.95,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0.0,4.5,N,1.313347820827674,103.76526174661946
228,C,100,FR3M,2023-02-27T09:37:36,BLK 8A EMPRESS ROAD,24983.1434,33218.9585,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,12.0,2.15,N,1.3166948314211013,103.80621058640887
289,C,182,C32,2023-02-27T09:37:45,BLK 514-519 WEST COAST ROAD,19738.0729,32326.8057,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,4.5,N,1.3086255588800983,103.75908121333663
332,C,158,C6,2023-02-27T09:37:42,BLK 328-334 CLEMENTI AVE 2,20696.2978,32975.0306,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,4.5,N,1.3144881139131142,103.76769116550201
273,C,148,TG2,2023-02-27T09:37:36,BLK 49 TO 54 TEBAN GARDENS,17347.6784,33758.6936,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,3.8,N,1.321574296948077,103.73760190016449
543,C,333,BP1,2023-02-27T09:37:43,BLK 101/109 BUKIT PURMEI ROAD,27059.7441,28364.7207,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,4.5,N,1.2727949460019108,103.82487004638605
133,C,97,TG1,2023-02-27T09:37:44,BLK 24 & 25 TEBAN GARDENS,17351.3149,33950.9498,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,0.0,N,1.323312992864623,103.7376345093954
189,C,144,TGM2,2023-02-27T09:37:36,BLK 61 TEBAN GARDENS RD,17424.7554,33821.7982,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,9.0,2.1,N,1.3221450186133503,103.73829445496823
138,C,76,TE14,2023-02-27T09:37:54,BLK 140/142 JALAN BUKIT MERAH,27503.2019,28827.5456,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0.0,4.5,N,1.2769805823717464,103.8288546648749
48,C,22,BM3,2023-02-27T09:37:33,BLK 49/50 HOY FATT ROAD,25574.8666,30013.7121,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0.0,4.5,N,1.2877077662690217,103.81152776946917
612,C,121,BM9,2018-12-17T07:42:34,BLK 58/59 LENGKOK BAHRU,25889.8506,30167.4343,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,4.5,N,1.28909799857285,103.81435801840581
155,C,0,HG44,2023-02-27T09:37:40,BLK 681-684 HOUGANG AVENUES 4/8,33899.488,39516.6851,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0.0,9.99,N,1.3736487904344832,103.88632970593206
82,C,27,HG64,2023-02-27T09:37:22,BLK 682-684 HOUGANG STREET 61,33895.9179,39593.254,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0.0,0.0,N,1.3743412526148515,103.88629764128508
326,C,154,PM27,2023-02-22T11:20:24,BLK 578A PASIR RIS STREET 53,40606.3885,39551.3513,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11.0,2.0,N,1.373960188897794,103.9465959696924
305,C,180,PM28,2023-02-27T09:37:27,BLK 586A PASIR RIS STREET 53,40736.5955,39633.1743,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10.0,2.0,N,1.3747001092714635,103.9477660061047
225,C,132,TM36,2023-02-27T09:37:26,BLK 515 TAMPINES CTRL 7,39769.2878,37693.9606,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,4.0,2.15,N,1.3571629858521386,103.93907329779347
244,C,144,TM37,2023-02-08T17:40:48,BLK 518 TAMPINES CTRL 7,39717.4254,37584.9156,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,4.0,2.15,N,1.3561768438388726,103.93860723824409
350,C,205,T50,2023-02-27T09:37:27,BLK 887-889 TAMPINES ST 81/AVENUE 3,38870.9497,36981.7596,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0.0,4.5,N,1.350722444483302,103.93100089511285
346,C,189,T51,2023-02-27T09:37:38,BLK 894-896 TAMPINES STREET 81,38948.9356,36763.5017,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0.0,0.0,N,1.348748572139392,103.93170156744114
247,C,166,TM43,2023-02-14T10:39:51,BLK 202A TAMPINES STREET 21,41234.0246,37276.5181,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10.0,2.15,N,1.3533871776405688,103.95223471017103
30,C,0,T15,2023-02-22T10:54:33,BLK 201A/201C TAMPINES STREET 21,41292.6602,37256.6602,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0.0,0.0,N,1.35320756420394,103.95276157879324
109,C,0,T16,2023-02-27T09:37:32,BLK 202/205 TAMPINES STREET 21,41242.6367,37183.9531,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0.0,0.0,N,1.3525500507189219,103.95231205447516
228,C,96,T17,2023-02-27T09:37:02,BLK 201D/209/208A TAMPINES STREET 21,41349.1055,37121.3281,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0.0,4.5,N,1.3519836463649708,103.95326871485535
81,C,0,T18,2023-02-27T09:37:05,BLK 201E TAMPINES STREET 21,41423.7376,37254.2715,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0.0,0.0,N,1.3531859030595235,103.95393938972607
213,C,148,B9,2023-02-27T09:37:11,BLK 402/403 BEDOK NORTH AVENUE 3,39184.2416,34709.4842,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,4.5,N,1.3301727085826485,103.9338151792443
516,C,325,B10,2023-02-27T09:37:04,BLK 404/413 BEDOK NORTH AVENUE 3,39172.2903,34582.9441,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,4.5,N,1.3290283308949415,103.93370774409028
208,C,61,B14,2018-10-29T09:18:49,BLK 412/413 BEDOK NORTH AVENUE 2,38920.4797,34597.393,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,4.5,N,1.3291590929262382,103.93144509494549
143,C,53,WCB,2023-02-27T09:36:04,BLK 261/262/264 WATERLOO BASEMENT CAR PARK,30072.1484,31241.1484,BASEMENT CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1.0,1.9,Y,1.298808293680484,103.85193775629874
93,C,29,ACB,2023-02-27T09:36:35,BLK 270/271 ALBERT CENTRE BASEMENT CAR PARK,30314.7936,31490.4942,BASEMENT CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1.0,1.8,Y,1.3010632720874935,103.85411804993093
28,C,0,CY,2023-02-27T09:36:35,BLK 269/269A/269B CHENG YAN COURT CAR PARK,30264.3593,31442.1456,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0.0,0.0,N,1.3006260281130524,103.85366487138313
408,C,207,AM46,2023-02-27T09:37:39,BLK 588 ANG MO KIO STREET 52,30234.4145,39354.0323,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,5.0,2.15,N,1.3721783233233986,103.85339638441636
194,C,132,A12,2023-02-27T09:37:32,BLK 229/230 ANG MO KIO ST 22,28596.14,38948.38,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,0.0,N,1.3685098274818934,103.83867531323688
363,C,214,BE45,2023-02-27T09:37:30,BLK 275 BISHAN ST 24,29152.4171,37599.2039,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,6.0,2.15,N,1.3563083436627195,103.8436737995863
707,C,396,BE39,2023-02-27T09:37:32,BLK 263A BISHAN STREET 22,28962.9515,37918.5499,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,10.0,1.9,N,1.3591964018143061,103.84197133762822
339,C,201,BE40,2019-06-18T10:58:35,BLK 268A BISHAN STREET 24,29037.3835,37710.0917,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10.0,1.9,N,1.357311177642305,103.84264015136309
453,C,347,Y79M,2023-02-27T09:37:50,BLK 465 YISHUN AVENUE 6,29856.603,45358.8531,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,15.0,2.15,N,1.4264837884583979,103.85000186245749
56,C,0,CR29,2023-02-27T09:37:41,BLK 29/30 KELANTAN LANE,30612.5155,32012.4666,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,4.5,N,1.3057837826214513,103.85679325981964
345,C,211,KLM,2023-02-27T09:35:31,BLK 31 KELANTAN LANE MSCP,30613.3563,32065.8984,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7.0,1.8,N,1.306267000879174,103.85680081928476
270,C,153,SE34,2023-02-27T09:37:43,BLK 531/536 SERANGOON NORTH AVENUE 4,32597.8236,39566.3426,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,4.5,N,1.3740981072158853,103.87463332859025
65,C,0,KB7,2023-02-27T09:37:27,BLK 69 GEYLANG BAHRU,32135.5156,33759.7891,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,4.5,N,1.3215857812299283,103.87047836388133
187,C,88,SE31,2023-02-27T09:37:39,BLK 514/520 SERANGOON NORTH AVENUE 4,32490.834,39280.3789,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0.0,4.5,N,1.3715119708787575,103.8736719069539
15,C,14,J56,2023-02-27T09:36:44,BLK 130 JURONG GATEWAY ROAD,17537.9507,35231.3632,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0.0,9.99,N,1.334892647114508,103.739311091351
362,C,116,J57,2023-02-27T09:37:47,BLK 131/134 JURONG GATEWAY ROAD,17516.667,35130.0187,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0.0,9.99,N,1.3339761172627207,103.73911988019672
13,C,0,J57L,2023-02-27T09:37:47,BLK 131 JURONG GATEWAY ROAD,17598.8143,35184.3604,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,NO,0.0,9.99,N,1.334467592004369,103.7398580011145
129,C,87,J33,2023-02-27T09:37:10,BLK 518/520 JURONG WEST STREET 52,15152.9335,36434.7257,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,4.5,N,1.3457744896852935,103.71787986661185
123,C,93,J34,2023-02-27T09:37:05,BLK 513/514 JURONG WEST STREET 52,15398.4307,36577.707,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,4.5,N,1.3470676632759224,103.72008574579381
679,C,678,BL8,2023-02-27T09:35:08,BLK 221 BOON LAY PLACE,14653.3598,36396.1197,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,4.5,N,1.3454251335374876,103.71339091636773
482,C,294,J36,2023-02-27T09:38:13,BLK 543/551 JURONG WEST STREET 42,14883.267,37142.1353,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,9.99,N,1.3521719203242173,103.7154564445066
226,C,93,J54,2023-02-27T09:37:39,BLK 492-496 JURONG WEST STREET 41,15890.8105,36893.8086,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,4.5,N,1.3499265714395001,103.72450994802132
141,C,102,J55,2023-02-27T09:38:16,BLK 497-498 JURONG WEST STREET 41,15866.4258,36751.25,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,4.5,N,1.348637314625562,103.72429089393327
190,C,124,J43,2023-02-27T09:37:42,BLK 474-477 JURONG WEST STREET 41,15975.2217,36672.4648,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,4.5,N,1.3479248544356457,103.72526852277497
63,C,10,J46,2023-02-27T09:37:24,BLK 501/504 JURONG WEST STREET 51,15284.1084,36874.7695,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0.0,9.99,N,1.3497541372772135,103.71905836585934
239,C,110,KB1,2023-02-27T09:37:29,BLK 61-62/68 GEYLANG BAHRU ROAD,31959.8887,33979.5898,SURFACE CAR PARK,ELECTRONIC PARKING,NO,SUN & PH FR 7AM-10.30PM,YES,0.0,4.5,N,1.3235736038960753,103.86890029223395
677,C,453,GBM,2023-02-27T09:37:29,BLK 60A GEYLANG BAHRU,31930.2182,33890.9953,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12.0,2.15,N,1.3227723905559787,103.86863367566639
187,C,92,SE14,2023-02-27T09:37:44,BLK 231/237 SERANGOON AVENUE 3,32080.9673,37405.0495,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,0.0,N,1.354552223660293,103.86998870808891
591,C,451,SE50,2023-02-27T09:37:44,BLK 238A SERANGOON AVENUE 2,31927.5751,37333.0762,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12.0,2.15,N,1.35390134346339,103.8686103707852
206,C,100,J40,2023-02-27T09:37:26,BLK 462-467 JURONG WEST STREET 41,15709.2368,36905.2238,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,4.5,N,1.350029732229149,103.72287839228024
268,C,178,JM1,2023-02-27T09:37:39,BLK 517B JURONG WEST STREET 52,15461.2578,36356.8719,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10.0,2.15,N,1.3450705393275175,103.72065037678253
199,C,129,J32,2023-02-27T09:37:39,BLK 515/517 JURONG WEST STREET 52,15441.7334,36438.2695,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,4.5,N,1.3458066607061008,103.72047490460963
368,C,178,A11,2023-02-27T09:37:40,BLK 223/226/226A-226D ANG MO KIO ST 22,28541.14,38785.36,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,4.5,N,1.3670355338571103,103.8381810968514
391,C,201,TR1,2023-02-27T09:37:43,BLK 102/107 TOWNER ROAD,31092.8691,33554.6172,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0.0,4.5,N,1.3197304025188688,103.8611096164492
342,C,255,JBM,2023-02-27T09:37:53,BLK 134A JALAN BUKIT MERAH,27317.7804,29079.9207,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11.0,1.9,N,1.2792629708630556,103.82718857877008
213,C,164,TE2,2023-02-27T09:37:39,BLK 105-107 JALAN BUKIT MERAH,27083.1099,29159.4607,SURFACE CAR PARK,ELECTRONIC PARKING,NO,SUN & PH FR 7AM-10.30PM,YES,0.0,4.5,N,1.2799822967820151,103.82507997347741
93,C,30,CR31,2023-02-27T09:38:06,BLK 632/633/635 VEERASAMY ROAD,30379.3535,32063.9883,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0.0,4.5,N,1.3062497454836364,103.8546981936133
368,C,233,J1,2023-02-27T09:37:46,BLK 101/107 JURONG EAST ST 13,17402.9823,35401.3306,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0.0,5.4,N,1.3364297229134343,103.73809826514399
200,C,136,J2,2023-02-27T09:37:57,BLK 108/110 JURONG EAST ST 13,17255.3159,35642.1729,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,9.99,N,1.3386077600004411,103.73677131352437
308,C,224,J3,2023-02-27T09:37:03,BLK 111/116 JURONG EAST ST 13,17112.1421,35740.2671,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,4.5,N,1.3394948365194097,103.73548477934001
1163,C,584,T37,2023-02-22T10:47:19,"BLK 801, 820, 897/898 TAMPINES AVE 4/STREET 81",39523.5039,36609.7734,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,4.5,N,1.3473580948340884,103.93686435633276
149,C,73,KB3,2023-02-27T09:37:23,BLK 64/65/67 KALLANG BAHRU,32043.8984,33676.0,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,4.5,N,1.3208280346346697,103.86965512421548
239,C,174,KBM,2023-02-27T09:37:01,BLK 65A KALLANG BAHRU,31984.8599,33610.8985,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12.0,2.15,N,1.3202392875401796,103.86912462402037
172,C,67,J4,2023-02-27T09:37:35,BLK 201/206 JURONG EAST ST 21,17826.3697,35522.9964,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0.0,4.5,N,1.3375301693185266,103.74190260101675
388,C,302,TGM1,2023-02-27T09:37:46,BLK 63A TEBAN GARDENS RD,17493.7022,33714.2794,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12.0,2.15,N,1.3211726817146188,103.73891401431447
208,C,127,TG3,2023-02-27T09:37:45,BLK 30/31/46/48 TEBAN GARDENS,17500.7539,33654.8242,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,3.39,N,1.320634993058801,103.73897739773975
176,C,105,TG6,2023-02-27T09:37:45,"BLK 32, 39/41 TEBAN GARDENS",17736.171,33786.4157,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,3.8,N,1.3218251384145,103.7410926969463
362,C,130,TG7,2023-02-27T09:37:45,BLK 33/38/43/45 TEBAN GARDENS,17869.5236,33600.6696,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,3.5,N,1.3201453629777007,103.74229100005539
54,C,24,CR30,2023-02-27T09:37:48,BLK 639/640 ROWELL COURT,30406.377,32213.3125,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0.0,4.5,N,1.307600178729994,103.85494102404743
151,C,64,RCM,2023-02-27T09:37:48,BLK 638 VEERASAMY ROAD,30452.1642,32170.1999,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,6.0,2.0,N,1.3072102800045187,103.85535244045683
286,C,95,EPM,2023-02-27T09:37:45,BLK 6A EVERTON ROAD,28622.0835,28739.5121,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,9.0,2.15,N,1.2761844360827435,103.83890822772904
553,C,386,TGM3,2023-02-27T09:37:44,BLK 22A TEBAN GARDENS RD,17539.8244,33945.2298,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,3.0,2.15,N,1.323261328455708,103.73932836739344
58,C,0,KB14,2023-02-27T09:37:55,BLK 66/71 KALLANG BAHRU,32089.1664,33646.109,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,4.5,N,1.3205577050364643,103.87006187688044
350,C,234,J41,2023-02-27T09:36:57,BLK 468-473 JURONG WEST STREET 41,15615.0684,36712.7969,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,4.5,N,1.348289456244436,103.72203231052204
144,C,80,JBM2,2023-02-27T09:37:39,BLK 113A JLN BUKIT MERAH,27105.3295,29188.4439,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10.0,2.15,N,1.2802444113188276,103.8252796242052
250,C,142,J39,2023-02-27T09:37:29,BLK 456-461 JURONG WEST STREET 41,15538.8643,36919.3594,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,4.5,N,1.3501574988556229,103.72134748501942
626,C,397,J52,2023-02-27T09:37:28,BLK 423/440 JURONG WEST AVE 1/ST 42,15900.1895,37060.7578,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,9.99,N,1.3514364016790459,103.72459415698256
655,C,486,J51,2023-02-27T09:37:10,BLK 409/416 JURONG WEST STREET 42,15904.1348,37295.1406,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,9.99,N,1.3535560740797037,103.72462951363374
215,C,161,J53,2023-02-27T09:38:05,BLK 417/422 JURONG WEST STREET 42,16137.4785,36983.8477,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,4.5,N,1.3507409504176193,103.72672637598922
881,C,551,T19,2023-02-27T09:37:01,BLK 210/230 TAMPINES STREET 23,41357.6797,37403.3437,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,4.5,N,1.3545340856241221,103.95334588469461
922,C,743,J49,2023-02-27T09:37:37,BLK 552/559 JURONG WEST STREET 42,15272.0103,37284.0817,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,9.99,N,1.3534557986298217,103.71894948384072
291,C,174,J27,2023-02-27T09:37:45,BLK 521/524 JURONG WEST STREET 52,15018.2256,36557.7852,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,4.5,N,1.3468873357936137,103.71666938291034
43,C,2,TB14,2023-02-27T09:37:57,BLK 113/114 DEPOT ROAD,25109.3906,29363.2539,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,4.5,N,1.2818252116961109,103.80734533801913
501,C,201,U19,2023-02-27T09:37:54,BLK 266/284 BUKIT BATOK EAST AVE 3/4,19653.7625,36736.2392,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 1PM-10.30PM,YES,0.0,4.5,N,1.3485028571990103,103.75832244183866
95,C,7,U6,2023-02-27T09:37:48,BLK 150/158 BUKIT BATOK STREET 11,18071.3516,36683.9531,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 1PM-10.30PM,YES,0.0,9.99,N,1.3480295181730968,103.74410352317281
159,C,83,U45,2023-02-27T09:37:54,BLK 285A BUKIT BATOK EAST AVE 3,19606.6244,36561.0495,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-7PM,NO,NO,2.0,2.0,N,1.3469184920371304,103.75789892567173
175,C,135,BBM7,2023-02-27T09:37:56,BLK 154A BUKIT BATOK WEST AVE 8,18025.9428,36609.4062,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8.0,2.0,N,1.3473553282589252,103.74369552196029
459,C,211,BE12,2023-02-27T09:37:33,BLK 187-197 BISHAN STREET 13,29963.6285,36903.1662,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0.0,4.5,N,1.3500135843193575,103.850963018476
461,C,240,HG41,2023-02-27T09:36:54,BLK 633-642 & 647-648 HOUGANG AVENUE 8,33122.7539,39254.3111,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,4.5,N,1.3712761200039432,103.8793501497236
487,C,325,HG43,2023-02-27T09:36:52,BLK 668-680 HOUGANG AVENUE 8,33674.0721,39346.8732,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,9.99,N,1.3721131172452121,103.88430415056773
257,C,147,MN1,2023-02-27T09:37:35,BLKS 108/112 MCNAIR ROAD,30880.3705,33808.8344,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,3.5,N,1.3220294734974907,103.8592002299241
