total_lots,lot_type,lots_available,carpark_number,update_datetime,address,x_coord,y_coord,car_park_type,type_of_parking_system,short_term_parking,free_parking,night_parking,car_park_decks,gantry_height,car_park_basement,latitude,longitude
809,C,799,PM4,2023-02-27T09:37:51,BLK 231A PASIR RIS DRIVE 4,42258.6513,39567.5489,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10.0,1.9,N,1.3741059191478586,103.96144271358459
325,C,195,PM5,2023-02-27T09:37:52,BLK 235A PASIR RIS STREET 21,42388.3371,39530.4506,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10.0,1.9,N,1.373770353071393,103.96260801282298
1000,C,989,PM2,2023-02-27T09:37:50,BLK 220A PASIR RIS STREET 21,42210.8365,39121.6128,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10.0,1.9,N,1.37007306561966,103.96101285046079
220,C,126,PM9,2023-02-27T09:37:50,BLK 216A PASIR RIS STREET 21,42233.462,38924.6687,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,9.0,2.0,N,1.3682919670590934,103.96121606162933
21,C,6,PRS1,2023-02-27T09:37:50,BLK 212A PASIR RIS STREET 21,42134.4478,38894.2762,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0.0,0.0,N,1.3680171563777719,103.9603263377034
480,C,392,W76,2023-02-27T09:38:18,BLK 748A WOODLANDS CIRCLE,23747.0647,47397.2586,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12.0,2.15,N,1.4449181264567497,103.7951017428101
388,C,302,W77,2023-02-27T09:37:57,BLK 757A WOODLANDS AVENUE 4,23613.1605,47523.5906,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12.0,2.15,N,1.446060606235266,103.79389846144089
442,C,333,W78,2023-02-27T09:37:57,BLK 759A WOODLANDS AVENUE 6,23849.9464,47582.4593,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12.0,2.15,N,1.4465930294608325,103.79602620929899
355,C,288,PM22,2023-02-27T09:37:52,BLK 555A PASIR RIS STREET 51,41231.6084,38954.5238,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10.0,2.0,N,1.3685624312364921,103.95221374215554
392,C,229,PR12,2023-02-27T09:37:51,BLK 544/556 PASIR RIS STREET 51,41283.8272,38971.2519,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0.0,4.5,N,1.368713690421438,103.95268297102731
357,C,184,DWST,2023-02-27T09:37:15,BLK 89A DAWSON ROAD,25626.2862,30840.6986,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,4.0,2.15,N,1.2951867450181411,103.81198973307656
483,C,245,Y51,2023-02-27T09:37:45,"BLK 423/427, 433/440 YISHUN AVE 6/AVE 11",29529.83,44808.1062,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,0.0,N,1.4215030521476748,103.84706547736457
486,C,328,Y51M,2023-02-27T09:37:45,BLK 441 YISHUN AVE 11,29363.3139,44945.2291,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,6.0,2.15,N,1.4227431505685804,103.84556918695293
397,C,297,Y53M,2023-02-27T09:37:45,BLK 426 YISHUN AVE 11,29413.0818,44965.2268,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,6.0,2.15,N,1.422924000109211,103.84601639752874
248,C,155,Y59M,2023-02-27T09:37:46,BLK 429 YISHUN AVE 11,29764.6921,44893.3273,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,6.0,2.15,N,1.4222737473701768,103.84917592983305
383,C,326,Y60M,2023-02-27T09:37:46,BLK 430 YISHUN AVE 11,29647.1253,44767.6656,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,6.0,2.15,N,1.4211373154277043,103.84811947881221
553,C,415,Y61M,2023-02-27T09:37:46,BLK 431 YISHUN AVE 1,29588.007,44651.6313,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,6.0,2.15,N,1.4200879465053657,103.84758824136463
204,C,142,T24,2023-02-27T09:35:27,BLK 239/244 TAMPINES STREET 21,40682.5014,37392.3908,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0.0,0.0,N,1.3544353263886055,103.94727897895868
238,C,175,A7,2023-02-27T09:37:36,BLK 212/213 ANG MO KIO STREET 23,28888.4313,38935.4059,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,4.5,N,1.3683924870216897,103.8413017543888
680,C,441,A36,2023-02-27T09:37:53,BLK 436/443/445 ANG MO KIO ST 43,30443.9088,38715.8847,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,4.5,N,1.3664071280973487,103.85527878732988
303,C,203,A47,2023-02-27T09:37:31,BLK 562/565/560 ANG MO KIO STREET 54,30885.475,39174.8899,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,0.0,N,1.3705581670513343,103.85924660891108
361,C,246,PM35,2023-02-27T09:36:16,BLK 700A PASIR RIS DRIVE 10,39721.1068,40304.2524,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10.0,1.9,N,1.3807695117170842,103.93864139053616
602,C,454,P14,2023-02-27T09:38:10,BLK 403/408 PANDAN GARDENS,18635.6875,33513.0954,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,0.0,N,1.3193536177884062,103.74917540107666
90,C,63,P15,2023-02-27T09:38:03,BLK 413 PANDAN GARDENS,18521.3692,33566.3085,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,0.0,N,1.3198348225460326,103.74814817657088
135,C,90,P17,2023-02-27T09:38:14,BLK 409/411 PANDAN GARDENS,18436.3162,33454.2597,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,0.0,N,1.3188214674823917,103.74738396670388
250,C,95,T11,2023-02-26T10:37:13,BLK 149/151 TAMPINES STREET 12,40241.5939,36993.2916,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0.0,0.0,N,1.3508262061118295,103.94331698509697
570,C,260,T9,2023-02-26T10:37:12,BLK 140/148 TAMPINES STREET 12,40278.3039,36660.4761,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0.0,4.5,N,1.34781633164446,103.94364671149815
10,C,7,C21L,2023-02-27T09:28:53,BLK 454 TO 460 CLEMENTI AVE 3,20624.0039,32590.9865,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,NO,0.0,0.0,N,1.3110149396716488,103.76704166044922
35,C,11,A51,2023-02-27T09:37:37,BLK 252/253A ANG MO KIO STREET 21,28117.6053,39054.6321,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0.0,5.4,N,1.369470739293438,103.83437534502323
300,C,196,AM19,2023-02-27T09:37:38,BLK 260 ANG MO KIO ST 21,28134.9305,38989.9965,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,6.0,2.15,N,1.3688861979339517,103.83453102382236
217,C,147,W8M,2023-02-27T09:34:16,BLK 2A MARSILING DRIVE,21660.0118,46873.6677,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8.0,1.9,N,1.4401825671937152,103.7763476286188
371,C,118,CK14,2023-02-27T09:35:50,BLK 278/287 CHOA CHU KANG AVENUE 2/3,17897.997,40235.3892,SURFACE CAR PARK,ELECTRONIC PARKING,NO,SUN & PH FR 7AM-10.30PM,YES,0.0,0.0,N,1.3801473409462457,103.74254462225572
6,C,3,SMM,2023-02-27T09:37:14,BLK 53A STRATHMORE AVENUE,25135.7671,30634.5571,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,14.0,2.15,N,1.2933224327438217,103.80758222567303
339,C,276,W103,2023-02-27T09:37:46,BLK 766A WOODLANDS CIRCLE,23995.6932,47488.7994,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,12.0,2.15,N,1.445746024785028,103.79733590276876
22,C,13,W109,2023-02-27T09:37:46,BLK 764B WOODLANDS CIRCLE,23995.785,47408.7711,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0.0,0.0,N,1.4450222780478035,103.79733673907916
375,C,305,W75,2023-02-27T09:38:02,BLK 747A WOODLANDS CIRCLE,23800.172,47218.8422,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12.0,2.15,N,1.4433046016671638,103.79557899104915
397,C,266,W53,2023-02-27T09:37:48,BLK 881A WOODLANDS STREET 82,23338.8254,47350.3849,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10.0,2.0,N,1.444494152740703,103.79143331679937
524,C,408,W72,2023-02-27T09:37:48,BLK 792A WOODLANDS AVENUE 6,24505.386,47143.788,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12.0,2.15,N,1.4426259357840807,103.80191604139279
440,C,330,W73,2023-02-27T09:37:51,BLK 796A WOODLANDS DRIVE 72,24711.6693,47219.5233,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12.0,2.15,N,1.443310883261369,103.8037696903088
468,C,238,T49,2023-02-27T09:34:53,BLK 875/886A TAMPINES STREET 84 /AVE 8,38918.6987,37122.0189,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0.0,4.5,N,1.3519908804356806,103.93143000035836
164,C,120,T49A,2023-02-27T09:34:53,BLK 882A TAMPINES STREET 83,39139.9893,37058.3736,MULTI-STOREY CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5.0,1.8,N,1.351415214205705,103.93341841093579
1117,C,711,PR4,2023-02-27T09:36:24,BLK 406/411 PASIR RIS DRIVE 6,41488.2976,39437.995,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0.0,0.0,N,1.3729346460751715,103.95452048873425
264,C,201,TBC2,2023-02-27T09:38:00,BLK 23A TELOK BLANGAH CRESCENT,26594.4985,28690.7096,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,3.0,2.15,N,1.2757430581846334,103.82068963521908
382,C,257,Y32,2023-02-27T09:37:43,BLK 858/864 YISHUN AVE 4,28587.6719,44363.8594,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,0.0,N,1.417485479503579,103.83859933016753
313,C,186,Y31,2023-02-27T09:37:00,BLK 850/855 YISHUN STREET 81/RING ROAD,28380.8499,44273.0647,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,0.0,N,1.416664368496263,103.83674085042306
491,C,308,BJ19,2023-02-27T09:35:56,BLK 409-419 FAJAR ROAD,20773.5976,40665.0357,SURFACE CAR PARK,ELECTRONIC PARKING,NO,SUN & PH FR 7AM-10.30PM,YES,0.0,4.5,N,1.384033758824113,103.76838389812893
246,C,139,CK15,2023-02-27T09:35:45,BLK 288/295 CHOA CHU KANG AVENUE 2/3,17716.2981,40045.082,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0.0,0.0,N,1.3784262097063238,103.74091199127962
40,C,16,CK6,2023-02-27T09:37:53,"BLK 143, 144 & 146 TECK WHYE LANE",19073.3023,40300.0728,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0.0,0.0,N,1.3807326977622523,103.75310558123046
300,C,220,CK6A,2023-02-27T09:37:53,BLK 146A 146A TECK WHYE AVENUE,19076.7918,40333.5431,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,5.0,2.15,N,1.3810353919401894,103.75313692680994
49,C,34,P11,2023-02-27T09:38:21,BLK 416 PANDAN GARDENS,18544.4873,33717.7282,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,0.0,N,1.3212042144268707,103.74835585800444
237,C,126,PM46,2023-02-27T09:35:59,BLK 782A PASIR RIS STREET 71,39692.8318,39469.9703,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,8.0,2.0,N,1.373224586883508,103.9383869887287
563,C,392,HG1A,2023-02-27T09:37:45,BLK 470 UPPER SERANGOON CRESCENT,35619.4738,40071.2687,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,14.0,2.15,N,1.3786638473853399,103.90178514726799
220,C,123,HG36,2023-02-27T09:37:49,"BLK 703-706,711-712 HOUGANG AVENUE 2",34041.3045,38684.032,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,0.0,N,1.3661185477855278,103.88760385900312
201,C,36,HG53,2023-02-27T09:37:43,BLK 830A HOUGANG CENTRAL,34386.2027,39209.6336,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,10.0,1.87,N,1.3708718261551998,103.89070311870604
20,C,7,HG56,2023-02-27T09:37:46,BLK 830-835 HOUGANG CENTRAL,34321.5593,39246.2794,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0.0,4.5,N,1.37120325144932,103.89012226012069
437,C,343,HG80,2023-02-27T09:37:52,BLK 941A HOUGANG STREET 92,33091.2937,39576.5271,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12.0,2.15,N,1.3741901308817597,103.87906751297763
595,C,367,Y68M,2023-02-27T09:37:36,BLK 504 YISHUN ST 51,29255.0052,44464.5975,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7.0,2.15,N,1.418396496978488,103.84459591428735
6,C,0,Y68L,2023-02-27T09:37:36,"BLKS 504A, 504B, 504C, 504D YISHUN ST 51",29142.5387,44394.3419,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,NO,0.0,4.5,N,1.4177611354207742,103.843585300165
499,C,397,W90,2023-02-27T09:37:16,BLK 626A WOODLANDS DRIVE 52,24304.8642,46201.7037,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12.0,2.15,N,1.434106042522579,103.80011427959667
414,C,298,W91,2023-02-27T09:37:16,BLK 630A WOODLANDS RING ROAD,24421.7399,46312.2663,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12.0,2.15,N,1.4351059455726913,103.8011645045019
448,C,344,DRM1,2023-02-27T09:37:41,BLK 104C DEPOT ROAD,25576.6096,29218.1692,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,14.0,2.15,N,1.2805131560457597,103.81154349195451
285,C,238,DRM3,2023-02-27T09:37:41,108A DEPOT ROAD,25390.1316,29254.1321,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11.0,2.15,N,1.2808383769937828,103.80986791310744
104,C,40,DRM4,2023-02-27T09:37:41,BLK 105 DEPOT ROAD,25668.1428,29257.6985,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,3.0,2.15,N,1.2808706520545836,103.81236594973795
84,C,41,DRM5,2023-02-27T09:37:41,BLOCK 110 DEPOT ROAD,25346.6693,29308.7018,BASEMENT CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1.0,2.15,Y,1.2813318825559277,103.80947738316948
1325,C,1291,DRS,2023-02-27T09:37:40,BLK 102A/102B DEPOT ROAD,25737.908,29213.3689,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0.0,2.15,N,1.2804697558032994,103.81299281990017
235,C,165,BJ20,2023-02-27T09:37:38,BLK 420-426 FAJAR ROAD,20929.1589,40888.8561,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0.0,4.5,N,1.3860579471811598,103.769781679334
253,C,162,BJ68,2023-02-27T09:37:38,BLK 422A FAJAR ROAD,20950.1385,40814.0823,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12.0,2.15,N,1.3853817252275453,103.76997021493034
392,C,297,DRM2,2023-02-27T09:37:41,BLK 112C DEPOT ROAD,25165.8976,29305.1091,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,14.0,2.15,N,1.2812993757006332,103.80785308038976
330,C,252,TM51,2023-02-27T09:34:48,BLK 879C TAMPINES AVE 8,38621.1252,37032.665,MULTI-STOREY CAR PARK,COUPON PARKING,WHOLE DAY,NO,YES,12.0,2.15,N,1.3511829039113983,103.92875608502447
246,C,189,W67,2023-02-27T09:36:33,BLK 714A WOODLANDS DRIVE 70,24188.1546,47019.5375,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10.0,2.15,N,1.4415022181337342,103.79906542301595
114,C,85,W717,2023-02-27T09:36:33,BLK 717C WOODLANDS DRIVE 70,24141.7435,46956.0986,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1.0,2.15,N,1.4409284934822917,103.79864838266636
689,C,228,SI13,2023-02-27T03:57:46,BLK 221/235 SIMEI STREET 4,41776.8118,36015.1241,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0.0,4.5,N,1.341979359948771,103.95711141512376
390,C,290,Y63M,2023-02-27T09:37:32,BLK 333 YISHUN ST 31,29302.8265,45929.6846,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,6.0,2.15,N,1.4316462128157172,103.84502569792517
427,C,314,Y64M,2023-02-27T09:36:51,BLK 334 YISHUN ST 31,29314.7149,46022.7799,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,6.0,2.15,N,1.4324881324444516,103.84513253066672
633,C,439,A21,2023-02-27T09:37:39,BLK 325/326/301 ANG MO KIO STREET 31,29446.1477,38906.1139,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,4.5,N,1.3681275586189134,103.84631322417121
435,C,280,A29,2023-02-27T09:37:32,BLK 347 ANG MO KIO AVENUE 3,29713.5035,38806.4544,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,0.0,N,1.3672262594201794,103.84871559664532
715,C,502,A63,2023-02-27T09:37:47,BLK 501/513/508 ANG MO KIO ST 52/53,29789.5613,39690.0448,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,5.4,N,1.3752171305295189,103.84939908200668
44,C,19,A88,2023-02-27T09:37:38,BLK 348 ANG MO KIO AVE 3,29552.24,38701.9,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0.0,0.0,N,1.3662807156719157,103.84726652678984
549,C,483,SB10,2023-02-27T09:35:21,BLK 481A SEMBAWANG DRIVE,26005.1646,48235.1526,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13.0,2.15,N,1.4524959874546903,103.81539294605084
444,C,339,SB11,2023-02-27T09:34:42,BLK 476A SEMBAWANG DRIVE,26146.3836,48155.5365,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13.0,2.15,N,1.4517759781995045,103.81666194814878
1267,C,1007,SB13,2023-02-27T09:36:02,BLK 404A ADMIRALTY LINK,26120.0717,48440.4225,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12.0,2.15,N,1.454352381712315,103.8164254897947
798,C,662,SB12,2023-02-27T09:35:59,BLK 424A CANBERRA ROAD,26413.575,48309.133,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12.0,2.15,N,1.4531650655885577,103.819062926083
360,C,225,W65,2023-02-27T09:38:11,BLK 701A WOODLANDS DRIVE 40,23844.7328,46979.1172,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10.0,2.0,N,1.4411366228459082,103.79597944897567
340,C,218,W66,2023-02-27T09:37:18,BLK 709A WOODLANDS DRIVE 70,24069.321,46974.6261,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10.0,2.15,N,1.4410960393771663,103.79799759340636
974,C,475,T38,2023-02-27T07:43:56,"BLK 902-916, 942-946 TAMPINES STREET 91",39932.1232,36937.4179,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,4.5,N,1.3503210301813997,103.94053617774951
746,C,358,T39,2023-02-27T07:43:57,BLK 921-941 TAMPINES STREET 91,39926.9824,36424.8207,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0.0,4.5,N,1.3456852935378585,103.94048978184573
272,C,174,TM41,2023-02-27T07:43:58,BLK 921A TAMPINES ST 91,40030.3277,36628.8151,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11.0,2.15,N,1.3475301018629242,103.94141848248229
448,C,354,W83,2023-02-27T09:38:10,BLK 608A WOODLANDS RING ROAD,23975.8384,46423.1877,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12.0,2.15,N,1.436109018098879,103.79715763971677
499,C,368,W84,2023-02-27T09:37:50,BLK 614A WOODLANDS AVENUE 4,23837.6593,46282.3619,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12.0,2.15,N,1.434835420733408,103.7959159892951
98,C,56,CK18,2023-02-27T09:36:00,BLK 130/132 CHOA CHU KANG AVE 1,18797.0391,40329.4648,SURFACE CAR PARK,ELECTRONIC PARKING,NO,SUN & PH FR 7AM-10.30PM,YES,0.0,0.0,N,1.3809984226086809,103.75062314406694
280,C,177,SE51,2023-02-27T09:37:36,BLK 257A SERANGOON CENTRAL DRIVE,32347.3644,37477.7718,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7.0,2.15,N,1.3552098604736453,103.87238246840384
496,C,268,HG33,2023-02-27T09:37:28,BLK 609-621 HOUGANG AVENUE 8,33681.9766,39065.4219,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,4.5,N,1.3695677717165735,103.88437512420182
267,C,159,A77,2023-02-27T09:37:52,BLK 150/156 ANG MO KIO AVE 5,28741.1744,39815.655,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,9.99,N,1.3763531493527348,103.83997857029884
546,C,325,A78,2023-02-27T09:37:42,BLK 157/163 ANG MO KIO AVE 4,28564.0295,39632.2729,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0.0,4.5,N,1.3746947111453895,103.83838679093355
421,C,346,SB7,2023-02-27T09:33:38,BLK 336A SEMBAWANG CRESCENT,25962.1661,47586.3759,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12.0,2.15,N,1.4466286838914593,103.81500660782498
296,C,203,SB8,2023-02-27T09:34:53,BLK 330A SEMBAWANG CLOSE,26209.1886,47639.8142,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12.0,2.15,N,1.4471119773997256,103.81722634794144
486,C,423,SB9,2023-02-27T09:34:16,BLK 335A SEMBAWANG CLOSE,26015.7785,47701.567,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12.0,2.15,N,1.4476704341810682,103.81548836056405
251,C,43,W41,2023-02-27T09:37:37,BLK 851-856 WOODLANDS STREET 83,23548.9652,46854.6331,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0.0,4.5,N,1.440010788645249,103.79332170861841
373,C,254,W55,2023-02-27T09:37:37,BLK 859A WOODLANDS STREET 83,23683.3329,46831.8539,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10.0,2.0,N,1.4398048028708408,103.79452913617222
26,C,0,Y29,2023-02-27T09:36:50,BLK 846 YISHUN RING ROAD,28135.416,44332.6484,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0.0,9.99,N,1.4172032241911097,103.8345354108658
303,C,190,BE34,2023-02-27T09:37:32,BLK 246A BISHAN STREET 22,29146.6066,38113.6749,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5.0,1.85,N,1.3609610362378004,103.84362160812951
